Storage_Location,Container_ID,Sub-Unit_ID,Part_Name,Unit_Cost,Target Quantity,Stocked Qty.,Lot_ID,Date_Stocked,Date_Picked,"0.5""-TC_Compatability","1.5""-TC_Compatability","2""-TC_Compatability","3""-TC_Compatability","4""-TC_Compatability","5""-TC_Compatability",Container Filled Mass (kg),Container Filled Mass (Lbs),Kit Assignmet,Manual Assignment,System SN,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
δA2c1,C20250204-019,B20250303-188,Bolt - 3/8-16 x 2.5'' | BL: 1'' | TL: 1.5'',,2,2,OS-2024-07-01,2025-03-12,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-019,B20250303-189,Bolt - 3/8-16 x 2.25'' | BL: 1'' | TL: 1.25'',,8,8,OS-2024-07-01,2025-03-12,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-019,B20250303-190,Bolt - 3/8-16 x 2.25'' | BL: 1'' | TL: 1.25'',,8,8,OS-2024-07-01,2025-03-12,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-019,B20250303-191,Bolt - 3/8-16 x 2.25'' | BL: 1'' | TL: 1.25'',,3,3,OS-2024-07-01,2025-03-12,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-019,B20250303-192,Bolt - 3/8-16 x 2.25'' | BL: 1.25'' | TL: 1'',,7,7,OS-2024-07-01,2025-03-12,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-019,B20250303-193,Bolt - 3/8-17 x 2.375'' | BL: 1.125'' | TL: 1.25'',,5,5,OS-2024-07-01,2025-03-12,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-019,B20250303-194,Bolt - 3/8-16 x 2.75'' | BL: 1.25'' | TL: 1.5'',,1,1,OS-2024-07-01,2025-03-12,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11.11,24.49,Reserve,,,,,,,,,,,,
δA2c2,C20250204-030,B20250303-195,Bolt - 3/8-16 x 2'' | BL: 0.75'' | TL: 1.25'',,76,76,OS-2024-07-01,2025-03-12,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-196,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-197,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-198,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-199,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-200,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-201,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-202,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,4,4,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-203,Bolt - 3/8-16 x 3.25'' | BL: 1.75'' | TL: 1.5'',,1,1,OS-2024-12-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
δA2c2,C20250204-031,B20250303-204,Bolt - 3/8-16 x 2.75'' | BL: 1.75'' | TL: 1'',,15,15,OS-2024-07-01,2025-03-12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.00,Reserve,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-001,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-002,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-003,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-004,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-005,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-006,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-007,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-008,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-009,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-010,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a1,C20250501-001,B20250708-011,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-012,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-013,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-014,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-015,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-016,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-017,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-018,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-019,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-020,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-021,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA1a2,C20250501-002,B20250708-022,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA1,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-023,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-024,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-025,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-026,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-027,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-028,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-029,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-030,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-031,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-032,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a1,C20250501-006,B20250708-033,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-034,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-035,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-036,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-037,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-038,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-039,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-040,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-041,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-042,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-043,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA2a2,C20250501-007,B20250708-044,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA2,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-045,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-046,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-047,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-048,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-049,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-050,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-051,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-052,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-053,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-054,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a1,C20250501-011,B20250708-055,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-056,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-057,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-058,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-059,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-060,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-061,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-062,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-063,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-064,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-065,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γA3a2,C20250501-012,B20250708-066,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γA3,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-067,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-068,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-069,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-070,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-071,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-072,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-073,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-074,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-075,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-076,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a1,C20250501-016,B20250708-077,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-078,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-079,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-080,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-081,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-082,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-083,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-084,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-085,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-086,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-087,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB1a2,C20250501-017,B20250708-088,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB1,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-089,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-090,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-091,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-092,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-093,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-094,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-095,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-096,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-097,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-098,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a1,C20250501-021,B20250708-099,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-100,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-101,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-102,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-103,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-104,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-105,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-106,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-107,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-108,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-109,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB2a2,C20250501-022,B20250708-110,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB2,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-111,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-112,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-113,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-114,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-115,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-116,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-117,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-118,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-119,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-120,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a1,C20250501-026,B20250708-121,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-122,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-123,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-124,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-125,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-126,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-127,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-128,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-129,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-130,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-131,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γB3a2,C20250501-027,B20250708-132,"TC Butterfly Valve - Squeeze - Blue - 1.5""",,1,,,,,,,,,,,,,Kit γB3,,,,,,,,,,,,
γA1b1,B20250702-001,B20250702-007,Grounding Chain - SS,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b1,B20250702-002,B20250702-008,Grounding Chain - SS,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b1,B20250702-003,B20250702-009,Grounding Chain - SS,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b1,B20250702-004,B20250702-010,Grounding Chain - SS,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b1,B20250702-005,B20250702-011,Grounding Chain - SS,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b1,B20250702-006,B20250702-012,Grounding Chain - SS,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b1,,B20250702-504,"TC Adjustable Pressure Relief Valve - 1.5"" - 0.5-5 Bar",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
